gender,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn
Female,0,58,78.92,4577.36,0
Female,0,25,92.19,2304.75,0
Female,1,69,97.35,6717.15,1
Male,0,70,34.98,2448.6,0
Male,0,5,64.42,322.1,1
Female,0,8,37.69,301.52,1
Male,0,9,86.21,775.89,0
Male,0,15,35.79,536.85,1
Male,0,7,110.42,772.94,0
Female,1,15,43.06,645.9000000000001,0
Male,1,37,49.14,1818.18,0
Female,0,39,105.09,4098.51,0
Male,0,6,65.85,395.1,0
Female,1,57,22.4,1276.8,0
Male,0,19,69.46,1319.7399999999998,0
Female,0,63,28.45,1792.35,0
Female,0,31,118.53,3674.43,0
Male,0,10,78.81,788.1,0
Female,0,67,45.65,3058.55,0
Female,0,62,76.37,4734.9400000000005,1
Female,0,3,27.69,83.07000000000001,1
Female,0,18,99.99,1799.82,0
Female,0,25,112.53,2813.25,0
Female,0,20,107.44,2148.8,0
Female,1,58,54.18,3142.44,0
Female,0,50,52.58,2629.0,0
Male,0,10,23.51,235.1,0
Male,1,21,85.14,1787.94,1
Female,1,29,73.49,2131.21,0
Female,0,10,65.93,659.3000000000001,1
Male,0,13,110.76,1439.88,0
Male,0,47,36.79,1729.13,0
Male,1,23,20.97,482.31,0
Female,1,50,27.33,1366.5,0
Male,1,4,42.34,169.36,1
Female,0,67,23.33,1563.11,0
Female,0,53,70.28,3724.84,0
Male,0,2,51.41,102.82,0
Female,0,68,38.05,2587.4,0
Female,0,65,95.01,6175.650000000001,0
Female,0,57,40.45,2305.65,1
Female,0,70,88.76,6213.200000000001,0
Male,0,7,54.93,384.51,1
Male,0,19,71.18,1352.42,0
Female,0,44,113.39,4989.16,0
Female,0,63,23.74,1495.62,0
Male,0,65,70.03,4551.95,0
Female,0,39,105.44,4112.16,1
Male,0,26,78.8,2048.8,0
Female,1,44,47.69,2098.36,1
Female,0,12,59.77,717.24,1
Male,0,22,88.03,1936.66,0
Male,0,14,109.08,1527.12,1
Male,0,30,24.11,723.3,1
Male,1,44,27.15,1194.6,0
Female,0,38,52.51,1995.38,0
Male,1,59,43.28,2553.52,1
Female,0,42,46.49,1952.58,0
Male,1,52,42.13,2190.76,0
Male,0,63,39.58,2493.54,0
Female,1,61,33.06,2016.66,0
Male,0,34,113.4,3855.6,0
Male,0,39,34.42,1342.38,0
Male,0,41,40.44,1658.04,0
Male,1,37,44.63,1651.3100000000002,1
Female,0,65,113.3,7364.5,0
Female,0,32,95.57,3058.24,0
Male,1,8,98.97,791.76,0
Male,0,18,30.48,548.64,1
Male,0,45,103.63,4663.349999999999,0
Female,0,33,60.82,2007.06,0
Female,0,5,46.28,231.4,0
Female,1,36,77.58,2792.88,0
Female,0,23,102.22,2351.06,0
Male,0,40,97.87,3914.8,1
Male,1,5,109.0,545.0,0
Male,0,34,112.81,3835.54,0
Female,0,24,43.81,1051.44,1
Male,0,17,62.39,1060.63,0
Female,0,71,21.46,1523.66,0
Female,0,22,107.93,2374.46,0
Male,1,15,35.46,531.9,0
Male,0,15,106.15,1592.25,1
Male,0,25,52.94,1323.5,1
Female,0,53,56.81,3010.9300000000003,0
Female,0,21,23.91,502.11,0
Male,1,66,52.69,3477.54,0
Male,1,32,108.84,3482.88,0
Female,0,21,22.55,473.55,0
Male,0,68,60.63,4122.84,1
Female,0,44,23.14,1018.16,1
Female,0,66,57.09,3767.94,0
Male,0,14,37.26,521.64,1
Male,0,15,45.22,678.3,1
Male,0,20,107.76,2155.2000000000003,0
Male,0,34,63.6,2162.4,0
Female,0,36,47.38,1705.68,0
Female,0,9,78.93,710.3700000000001,0
Female,0,71,34.21,2428.91,0
Male,0,30,45.94,1378.1999999999998,0
Female,0,63,74.62,4701.06,0
Male,1,35,43.75,1531.25,0
Male,0,13,87.91,1142.83,1
Male,0,46,69.15,3180.9,1
Male,0,56,97.2,5443.2,0
Male,1,9,114.82,1033.38,0
Male,1,36,31.58,1136.88,0
Female,0,3,53.47,160.41,0
Male,0,19,51.95,987.05,0
Female,1,28,35.12,983.36,0
Female,0,23,101.03,2323.69,0
Male,0,7,95.99,671.93,0
Male,0,14,68.44,958.16,0
Male,0,46,73.78,3393.88,0
Female,0,15,25.95,389.25,0
Male,0,67,75.55,5061.849999999999,0
Female,0,15,99.13,1486.9499999999998,1
Male,1,51,77.38,3946.38,0
Male,0,8,46.53,372.24,0
Female,1,69,86.75,5985.75,0
Female,0,62,56.15,3481.3,0
Male,0,51,74.49,3798.99,0
Female,0,63,68.76,4331.88,0
Female,1,68,58.12,3952.16,0
Female,0,16,91.89,1470.24,0
Female,0,24,108.39,2601.36,0
Female,1,6,20.52,123.12,0
Male,0,57,113.36,6461.52,1
Male,1,31,71.15,2205.65,0
Female,0,6,90.07,540.42,0
Male,1,29,105.56,3061.24,0
Male,0,67,66.71,4469.57,1
Female,0,3,103.5,310.5,0
Male,0,28,37.76,1057.28,0
Female,0,48,35.92,1724.16,1
Female,0,10,85.75,857.5,0
Male,0,33,107.01,3531.3300000000004,0
Female,0,67,109.24,7319.08,1
Female,0,69,84.37,5821.530000000001,0
Female,0,12,72.55,870.5999999999999,0
Female,0,57,53.14,3028.98,1
Female,1,44,118.0,5192.0,0
Male,0,13,51.97,675.61,0
Male,0,24,94.42,2266.08,0
Female,0,44,73.2,3220.8,0
Female,0,57,80.85,4608.45,0
Male,0,16,59.35,949.6,1
Female,0,21,116.48,2446.08,0
Male,0,51,77.17,3935.67,1
Female,1,21,113.78,2389.38,0
Female,0,60,20.76,1245.6,1
Female,0,51,77.27,3940.77,0
Female,0,21,91.72,1926.12,0
Female,0,6,94.51,567.0600000000001,0
Female,0,65,110.5,7182.5,0
Female,0,58,20.44,1185.52,0
Male,0,6,20.03,120.18,0
Male,0,65,67.23,4369.95,0
Male,0,34,22.93,779.62,1
Female,0,56,117.45,6577.2,1
Female,1,3,42.21,126.63,0
Female,0,42,67.27,2825.34,0
Female,1,62,26.11,1618.82,1
Female,1,6,72.2,433.2000000000001,1
Female,0,6,58.0,348.0,1
Female,0,63,24.47,1541.61,0
Male,0,20,53.51,1070.2,0
Female,1,21,59.14,1241.94,0
Male,0,2,118.99,237.98,1
Male,0,56,40.79,2284.24,1
Female,0,10,74.48,744.8000000000001,0
Female,1,70,118.73,8311.1,0
Male,0,23,99.2,2281.6,0
Male,1,30,119.34,3580.2000000000003,1
Female,0,37,116.83,4322.71,0
Female,0,55,68.95,3792.25,0
Male,0,49,89.64,4392.36,0
Female,0,34,31.04,1055.36,0
Female,0,44,64.11,2820.84,1
Female,0,22,100.9,2219.8,0
Male,1,31,70.53,2186.43,0
Male,0,7,90.27,631.89,0
Male,1,21,94.58,1986.18,0
Female,0,16,45.35,725.6,1
Female,1,20,107.57,2151.4,0
Male,0,43,65.98,2837.1400000000003,0
Male,1,44,41.02,1804.88,0
Male,1,47,106.54,5007.38,1
Female,0,19,61.78,1173.82,1
Male,0,48,95.03,4561.4400000000005,1
Male,0,69,74.8,5161.2,1
Female,0,11,58.19,640.0899999999999,0
Female,1,29,100.99,2928.71,1
Female,0,45,78.45,3530.25,0
Male,0,68,59.06,4016.08,1
Female,0,36,30.96,1114.56,0
Female,1,48,109.54,5257.92,0
Male,1,15,23.55,353.25,0
Female,0,44,106.32,4678.08,0
Male,0,67,56.0,3752.0,0
Male,0,40,83.93,3357.2000000000003,0
Female,0,14,112.22,1571.08,0
Female,0,63,35.17,2215.71,0
Female,0,51,76.7,3911.7,0
Female,0,58,96.44,5593.52,1
Female,0,15,95.76,1436.4,0
Female,0,65,72.56,4716.400000000001,1
Male,0,55,82.47,4535.85,0
Male,0,10,95.75,957.5,0
Female,0,42,104.1,4372.2,0
Male,0,11,96.18,1057.98,0
Female,0,16,55.4,886.4,0
Male,0,19,119.67,2273.73,0
Male,0,31,63.45,1966.95,0
Male,1,53,22.45,1189.85,0
Female,0,8,56.26,450.08,0
Male,0,24,32.78,786.72,0
Female,0,8,32.14,257.12,0
Male,0,48,48.15,2311.2,0
Male,0,30,25.34,760.2,0
Male,0,58,88.85,5153.299999999999,0
Male,0,55,27.4,1507.0,0
Male,0,62,40.33,2500.46,0
Female,0,48,29.29,1405.92,0
Female,0,4,26.32,105.28,0
Male,0,37,46.78,1730.86,1
Male,0,8,77.19,617.52,1
Male,0,1,116.47,116.47,1
Male,1,70,107.56,7529.2,1
Female,0,47,107.59,5056.7300000000005,1
Male,0,5,37.61,188.05,1
Female,1,50,46.49,2324.5,1
Male,0,24,27.64,663.36,0
Female,0,47,97.85,4598.95,1
Male,0,18,26.98,485.64,0
Male,1,28,75.67,2118.76,0
Female,1,5,44.79,223.95,0
Male,0,30,44.34,1330.2,0
Male,0,1,119.07,119.07,0
Male,0,46,95.68,4401.280000000001,0
Female,0,69,103.69,7154.61,1
Male,0,31,77.2,2393.2000000000003,0
Male,0,70,107.1,7497.0,0
Female,0,56,84.55,4734.8,0
Female,0,28,114.62,3209.36,0
Female,0,16,48.13,770.08,0
Male,0,54,79.53,4294.62,1
Male,0,53,89.01,4717.530000000001,1
Male,1,12,59.29,711.48,0
Female,0,20,107.97,2159.4,0
Male,0,34,117.98,4011.32,1
Male,0,53,69.38,3677.14,0
Female,0,64,59.06,3779.84,1
Female,1,23,67.19,1545.37,0
Female,0,27,105.27,2842.29,0
Female,0,17,84.55,1437.35,0
Female,0,48,24.48,1175.04,1
Male,0,21,74.22,1558.62,0
Female,1,50,21.73,1086.5,0
Male,0,40,97.85,3914.0,1
Male,0,3,52.83,158.49,1
Female,0,17,67.2,1142.4,0
Female,0,61,99.87,6092.070000000001,0
Female,1,50,24.64,1232.0,1
Male,0,6,35.85,215.1,0
Female,1,28,59.8,1674.4,0
Female,0,55,42.99,2364.4500000000003,1
Female,0,58,53.79,3119.82,0
Female,0,45,119.82,5391.9,1
Female,0,19,102.54,1948.26,1
Male,0,29,108.39,3143.31,1
Male,0,23,113.71,2615.33,0
Male,0,32,54.09,1730.88,0
Female,0,10,49.71,497.1,0
Female,0,49,43.41,2127.09,0
Female,0,65,103.01,6695.650000000001,0
Male,0,29,87.96,2550.84,1
Female,0,59,43.62,2573.58,0
Female,0,45,57.7,2596.5,0
Female,1,67,70.67,4734.89,0
Male,0,51,72.81,3713.31,0
Female,1,11,108.87,1197.5700000000002,0
Male,0,6,58.06,348.36,0
Female,0,67,110.85,7426.95,1
Male,0,62,64.14,3976.68,0
Male,0,5,94.64,473.2,0
Male,0,9,113.03,1017.27,1
Female,0,28,110.76,3101.28,0
Female,0,38,25.7,976.6,0
Male,0,43,40.57,1744.51,0
Male,0,21,67.69,1421.49,1
Female,1,62,63.16,3915.92,0
Female,0,46,84.09,3868.14,0
Male,0,70,114.47,8012.9,1
Female,0,38,31.24,1187.12,1
Female,0,49,65.19,3194.31,0
Female,0,39,39.24,1530.36,1
Female,0,71,109.41,7768.11,1
Male,1,30,116.46,3493.8,0
Female,0,21,67.87,1425.27,0
Female,0,1,30.4,30.4,0
Male,1,32,98.53,3152.96,0
Male,1,8,89.71,717.68,0
Female,0,69,55.47,3827.43,0
Female,1,30,108.74,3262.2,0
Female,0,8,117.58,940.64,0
Female,1,19,75.79,1440.0100000000002,0
Male,0,59,76.57,4517.629999999999,0
Male,0,55,49.75,2736.25,0
Male,0,30,78.45,2353.5,1
Female,0,36,63.96,2302.56,0
Female,0,55,50.22,2762.1,0
Female,0,44,26.72,1175.6799999999998,0
Female,0,27,45.27,1222.2900000000002,0
Male,0,54,39.79,2148.66,1
Male,0,48,74.2,3561.6000000000004,1
Female,0,30,80.17,2405.1,1
Male,0,39,80.86,3153.54,0
Female,0,13,58.82,764.66,1
Female,1,16,62.12,993.92,0
Male,0,44,103.42,4550.4800000000005,0
Female,0,71,67.62,4801.02,0
Female,0,27,118.78,3207.06,1
Male,0,45,63.96,2878.2,0
Female,0,35,84.96,2973.6,0
Female,0,28,25.04,701.12,0
Male,1,7,85.33,597.31,0
Female,0,62,105.14,6518.68,1
Male,0,51,114.25,5826.75,1
Female,0,46,119.73,5507.58,0
Male,1,20,48.22,964.4,0
Male,0,38,77.54,2946.5200000000004,1
Male,0,61,65.07,3969.27,0
Female,0,32,76.38,2444.16,0
Male,0,26,35.75,929.5,0
Male,0,58,105.61,6125.38,1
Male,0,39,110.96,4327.44,0
Male,1,20,64.97,1299.4,1
Male,0,50,48.04,2402.0,0
Female,0,52,34.08,1772.16,0
Female,0,22,88.38,1944.36,1
Female,0,53,51.22,2714.66,0
Female,0,66,110.95,7322.7,1
Female,0,43,87.1,3745.3,0
Female,0,23,84.57,1945.11,0
Female,0,64,75.94,4860.16,0
Male,0,9,24.58,221.22,0
Female,0,7,113.19,792.3299999999999,0
Male,1,41,82.79,3394.3900000000003,0
Male,0,54,119.41,6448.139999999999,0
Female,0,65,73.74,4793.099999999999,1
Male,0,2,91.01,182.02,0
Male,0,4,25.62,102.48,0
Male,1,32,83.17,2661.44,0
Male,0,2,96.46,192.92,1
Female,0,64,97.85,6262.4,1
Female,0,14,97.01,1358.14,0
Female,0,20,42.63,852.6,0
Female,0,49,117.54,5759.46,0
Female,0,8,119.52,956.16,1
Female,1,63,27.56,1736.28,1
Female,1,46,113.64,5227.44,0
Female,0,21,48.94,1027.74,0
Female,0,32,88.93,2845.76,1
Female,1,8,53.81,430.48,1
Male,0,16,116.78,1868.48,0
Female,0,40,30.15,1206.0,0
Male,0,27,69.77,1883.79,0
Male,1,18,62.8,1130.4,0
Male,1,35,52.6,1841.0,0
Male,0,52,84.55,4396.599999999999,1
Female,0,15,33.11,496.65,0
Male,0,63,91.67,5775.21,0
Female,0,53,118.06,6257.18,0
Female,0,66,100.46,6630.36,0
Male,0,31,106.0,3286.0,0
Female,0,61,55.96,3413.56,0
Male,1,64,52.49,3359.36,0
Male,0,34,71.7,2437.8,0
Female,0,55,24.57,1351.35,1
Female,0,59,114.54,6757.860000000001,0
Male,0,3,34.38,103.14,0
Female,0,17,110.3,1875.1,1
Female,1,46,28.36,1304.56,1
Female,1,38,102.26,3885.88,0
Male,0,35,35.2,1232.0,0
Male,0,1,23.81,23.81,1
Female,1,29,91.95,2666.55,0
Female,0,4,48.03,192.12,0
Female,0,61,91.45,5578.45,0
Female,0,17,75.51,1283.67,1
Female,1,28,30.88,864.64,0
Male,0,50,113.21,5660.5,1
Female,0,8,65.23,521.84,0
Male,1,34,93.44,3176.96,0
Female,0,59,70.1,4135.9,0
Male,0,18,80.44,1447.92,0
Female,0,59,50.28,2966.52,1
Male,1,27,40.04,1081.08,0
Female,0,16,74.26,1188.16,0
Male,1,10,64.02,640.1999999999999,0
Male,0,22,59.01,1298.22,0
Male,0,16,87.26,1396.16,1
Male,1,12,89.05,1068.6,1
Male,0,51,24.59,1254.09,1
Male,0,1,53.87,53.87,0
Female,0,27,61.18,1651.86,1
Male,0,67,29.69,1989.23,1
Female,0,12,43.59,523.08,0
Female,0,30,25.16,754.8,1
Female,0,9,119.62,1076.58,1
Female,1,53,93.66,4963.98,0
Female,0,61,28.75,1753.75,0
Male,1,54,22.02,1189.08,0
Male,0,37,91.93,3401.4100000000003,0
Male,0,65,63.92,4154.8,1
Female,0,42,98.68,4144.56,0
Male,0,49,112.35,5505.15,0
Male,0,4,79.93,319.72,0
Male,0,64,38.71,2477.44,0
Male,1,51,98.22,5009.22,0
Male,1,60,115.58,6934.8,1
Female,0,31,78.02,2418.62,0
Male,1,58,88.2,5115.6,0
Female,0,4,53.75,215.0,0
Female,0,22,58.15,1279.3,0
Female,1,3,93.47,280.41,1
Female,0,47,112.78,5300.66,0
Female,0,38,82.9,3150.2000000000003,0
Male,0,33,98.98,3266.34,0
Male,0,48,37.16,1783.6799999999998,1
Male,0,65,41.2,2678.0,0
Female,0,26,73.2,1903.2,0
Male,1,8,37.66,301.28,1
Male,0,50,83.5,4175.0,1
Female,0,38,49.17,1868.46,0
Female,0,10,99.15,991.5,0
Female,0,42,100.81,4234.02,0
Female,0,37,66.38,2456.06,0
Male,0,26,38.08,990.08,0
Female,1,12,84.68,1016.16,0
Female,1,49,119.28,5844.72,0
Male,1,14,82.26,1151.64,0
Male,1,46,23.58,1084.6799999999998,1
Female,0,35,21.73,760.5500000000001,1
Male,1,29,52.04,1509.16,0
Female,0,12,39.58,474.96,0
Female,0,44,101.31,4457.64,0
Male,0,66,104.48,6895.68,1
Male,0,2,45.86,91.72,0
Female,0,59,52.56,3101.04,0
Female,1,17,43.62,741.54,0
Female,0,10,110.84,1108.4,0
Male,0,18,70.26,1264.68,0
Female,0,22,85.61,1883.42,0
Female,0,58,61.55,3569.9,0
Female,0,53,83.1,4404.299999999999,0
Female,0,1,58.59,58.59,0
Female,0,61,53.97,3292.17,0
Male,0,31,83.45,2586.9500000000003,1
Female,0,31,79.11,2452.41,0
Female,0,66,49.35,3257.1,1
Female,0,19,34.93,663.67,1
Female,0,53,56.86,3013.58,0
Male,0,22,61.52,1353.44,0
Male,0,23,82.87,1906.01,0
Male,0,15,111.45,1671.75,0
Female,0,26,23.62,614.12,0
Female,0,3,44.37,133.11,0
Male,0,20,39.37,787.4,0
Male,0,40,70.23,2809.2000000000003,0
Male,0,39,62.97,2455.83,1
Female,1,18,92.9,1672.2,1
Female,1,41,44.24,1813.84,0
Male,0,70,79.45,5561.5,0
Male,0,27,108.39,2926.53,1
Male,0,15,111.07,1666.05,0
Female,1,37,115.88,4287.56,0
Female,1,58,97.33,5645.14,0
Female,0,5,110.6,553.0,0
Male,1,7,43.45,304.15000000000003,0
Male,0,41,39.76,1630.16,0
Female,0,10,20.65,206.5,0
Male,0,62,90.68,5622.160000000001,0
Female,0,26,113.75,2957.5,0
Male,1,68,38.69,2630.92,0
Male,0,24,83.69,2008.56,1
Male,0,41,94.65,3880.65,1
Male,1,65,112.76,7329.400000000001,0
Female,1,17,84.69,1439.73,0
Male,0,24,117.03,2808.7200000000003,0
Female,0,27,54.47,1470.69,0
Female,0,7,54.99,384.93,1
Female,0,12,74.3,891.5999999999999,1
Male,1,3,58.35,175.05,0
Female,1,10,20.14,201.4,1
Female,0,33,93.18,3074.94,0
Female,0,46,95.17,4377.82,0
Male,0,59,94.7,5587.3,0
Male,1,52,54.5,2834.0,0
Female,0,6,72.23,433.38,0
Male,0,2,56.0,112.0,0
Female,0,29,21.6,626.4000000000001,0
Female,0,40,76.24,3049.6,0
Male,0,61,32.38,1975.18,0
Female,0,68,28.0,1904.0,1
Male,1,68,95.55,6497.4,0
Male,1,29,20.95,607.55,0
Female,0,62,115.9,7185.8,1
Male,0,60,71.53,4291.8,1
Male,0,41,118.3,4850.3,1
Female,0,65,25.8,1677.0,0
Female,0,64,78.35,5014.4,0
Male,1,63,54.93,3460.59,1
Male,0,48,104.35,5008.799999999999,0
Female,0,20,56.12,1122.4,0
Male,1,37,46.05,1703.85,0
Male,1,64,105.76,6768.64,0
Male,0,5,57.47,287.35,0
Male,0,34,21.68,737.12,0
Male,0,39,59.03,2302.17,0
Male,0,67,85.45,5725.150000000001,0
Male,0,62,45.44,2817.28,0
Female,0,24,63.2,1516.8000000000002,0
Female,1,3,25.67,77.01,0
Female,0,71,78.81,5595.51,0
Female,0,67,95.63,6407.21,0
Female,0,50,61.33,3066.5,1
Male,0,29,62.02,1798.5800000000002,1
Male,1,32,28.83,922.56,0
Male,0,39,40.19,1567.41,0
Male,0,9,35.47,319.23,1
Female,0,14,68.17,954.38,0
Male,0,68,72.93,4959.240000000001,0
Male,0,64,114.89,7352.96,0
Female,0,20,27.32,546.4,1
Male,0,28,79.99,2239.72,0
Male,0,14,72.65,1017.1,1
Female,0,44,71.62,3151.28,0
Male,1,39,107.32,4185.48,0
Male,1,28,40.55,1135.4,0
Male,0,64,24.08,1541.12,0
Male,0,32,87.23,2791.36,1
Male,0,9,54.52,490.68,0
Female,0,28,21.76,609.2800000000001,1
Female,0,17,45.14,767.38,0
Female,1,55,50.93,2801.15,1
Female,1,10,81.68,816.8000000000001,0
Female,0,6,37.26,223.56,0
Female,0,48,61.31,2942.88,0
Male,1,67,68.25,4572.75,1
Female,1,41,65.92,2702.7200000000003,0
Female,0,60,117.39,7043.4,1
Male,0,42,24.55,1031.1,0
Male,0,71,115.1,8172.099999999999,0
Female,0,28,78.19,2189.32,0
Male,0,13,99.57,1294.41,0
Female,0,15,63.04,945.6,1
Male,0,36,65.38,2353.68,0
Female,0,15,107.93,1618.95,0
Male,0,56,109.59,6137.04,0
Male,0,4,43.87,175.48,0
Female,1,52,39.92,2075.84,0
Female,1,10,69.62,696.2,0
Female,0,45,110.03,4951.35,0
Female,0,29,52.24,1514.96,0
Female,1,53,85.2,4515.6,0
Male,0,29,90.82,2633.78,0
Female,0,23,97.87,2251.01,0
Female,0,57,76.39,4354.2300000000005,1
Male,0,50,60.25,3012.5,0
Male,0,21,116.7,2450.7000000000003,1
Female,1,43,81.13,3488.59,0
Male,0,10,92.86,928.6,1
Male,0,30,54.5,1635.0,0
Female,1,51,86.99,4436.49,0
Male,0,33,45.78,1510.74,1
Male,0,18,44.51,801.18,0
Female,0,22,91.47,2012.34,0
Female,0,64,72.14,4616.96,1
Male,0,21,88.33,1854.93,0
Male,0,1,46.94,46.94,0
Female,0,15,79.87,1198.0500000000002,1
Male,0,36,64.39,2318.04,0
Male,0,47,79.7,3745.9,0
Male,0,54,49.09,2650.86,0
Female,0,32,91.55,2929.6,0
Male,0,58,100.59,5834.22,0
Male,0,46,45.99,2115.54,0
Female,1,54,50.06,2703.24,0
Male,0,33,86.12,2841.96,1
Male,0,39,89.56,3492.84,0
Female,0,23,90.41,2079.43,0
Female,0,43,88.27,3795.61,0
Female,0,55,59.28,3260.4,1
Female,1,2,59.49,118.98,0
Male,1,66,45.48,3001.68,1
Male,0,38,35.68,1355.84,0
Female,0,29,89.26,2588.54,0
Female,0,67,29.32,1964.44,0
Male,0,71,113.78,8078.38,0
Female,0,36,102.67,3696.12,0
Male,0,29,105.75,3066.75,1
Female,1,37,110.67,4094.79,0
Male,0,45,60.86,2738.7,0
Female,0,16,104.67,1674.72,0
Female,0,31,35.81,1110.11,0
Male,0,34,22.16,753.44,1
Female,0,50,98.49,4924.5,0
Male,1,65,27.48,1786.2,0
Male,0,62,118.85,7368.7,1
Male,0,43,87.48,3761.64,1
Male,0,56,95.34,5339.04,0
Male,0,15,44.58,668.6999999999999,0
Female,1,48,87.39,4194.72,0
Female,0,49,24.32,1191.68,0
Male,0,44,103.78,4566.32,0
Female,1,10,36.96,369.6,0
Male,0,20,89.74,1794.8,0
Female,0,70,42.45,2971.5,1
Female,0,8,26.85,214.8,0
Female,1,45,68.15,3066.7500000000005,1
Female,0,34,36.93,1255.62,0
Male,0,51,92.94,4739.94,0
Male,0,4,43.76,175.04,0
Female,0,39,54.25,2115.75,1
Female,0,24,76.74,1841.76,1
Male,0,55,48.5,2667.5,0
Female,0,26,57.8,1502.8,0
Male,0,25,101.56,2539.0,0
Male,0,36,37.92,1365.12,0
Male,0,71,28.22,2003.62,0
Female,1,58,52.84,3064.7200000000003,1
Male,0,12,62.44,749.28,1
Female,0,1,74.27,74.27,0
Male,0,50,57.24,2862.0,0
Female,0,25,98.99,2474.75,1
Female,1,5,23.93,119.65,1
Female,1,68,63.18,4296.24,0
Male,1,6,58.23,349.38,0
Male,0,26,84.76,2203.76,0
Female,0,55,116.63,6414.65,0
Female,0,39,71.04,2770.5600000000004,1
Female,0,9,118.69,1068.21,0
Male,0,45,50.22,2259.9,1
Male,1,14,23.09,323.26,0
Male,0,55,36.57,2011.35,0
Male,0,9,59.51,535.59,0
Female,0,15,51.63,774.45,0
Female,1,37,29.71,1099.27,0
Male,0,50,63.27,3163.5,0
Male,0,21,53.81,1130.01,1
Female,1,57,32.26,1838.82,0
Male,0,19,49.61,942.59,1
Male,0,58,108.64,6301.12,0
Male,0,6,50.2,301.20000000000005,0
Male,0,4,91.4,365.6,1
Male,1,43,81.2,3491.6,0
Male,0,42,62.72,2634.24,1
Female,0,3,43.9,131.7,0
Male,0,1,56.9,56.9,1
Male,0,55,79.21,4356.549999999999,0
Female,0,15,55.08,826.1999999999999,0
Female,0,47,41.49,1950.03,0
Female,0,46,31.65,1455.9,0
Male,0,58,107.98,6262.84,1
Female,1,71,64.03,4546.13,0
Male,0,39,82.52,3218.28,1
Male,0,3,69.04,207.12,0
Male,0,30,107.26,3217.8,0
Female,1,35,74.69,2614.15,0
Female,0,57,68.08,3880.56,1
Female,0,29,112.46,3261.34,1
Female,0,50,91.97,4598.5,1
Female,0,62,31.15,1931.3,0
Male,0,52,37.77,1964.04,1
Male,1,14,98.71,1381.9399999999998,0
Male,1,35,103.59,3625.65,1
Male,0,28,74.52,2086.56,1
Female,0,58,75.45,4376.1,0
Female,0,30,83.19,2495.7,1
Male,0,7,63.91,447.37,0
Female,1,39,88.02,3432.78,0
Female,0,69,30.85,2128.65,1
Male,0,35,116.13,4064.55,0
Male,0,52,95.02,4941.04,0
Female,0,14,83.12,1163.68,1
Female,0,63,51.63,3252.69,1
Male,0,36,36.1,1299.6,0
Male,0,24,60.93,1462.32,1
Male,1,40,86.16,3446.4,0
Female,0,29,83.37,2417.73,0
Male,0,53,58.26,3087.78,1
Male,0,22,81.33,1789.26,0
Female,0,15,101.37,1520.5500000000002,0
Female,0,69,22.63,1561.47,0
Female,0,64,65.06,4163.84,0
Female,0,4,95.86,383.44,0
Female,0,18,74.61,1342.98,1
Male,1,42,85.15,3576.3,0
Male,0,30,71.67,2150.1,0
Female,0,15,119.19,1787.85,0
Female,0,70,25.46,1782.2,0
Female,0,55,69.1,3800.5,0
Female,0,53,29.14,1544.42,0
Female,1,16,35.98,575.68,0
Male,0,34,58.3,1982.2,0
Male,1,27,35.55,959.85,0
Male,0,13,116.37,1512.81,1
Male,0,27,114.68,3096.36,0
Female,0,69,53.61,3699.09,0
Male,1,31,83.97,2603.07,1
Female,0,3,73.38,220.14,0
Female,1,30,101.56,3046.8,0
Female,1,21,82.74,1737.54,0
Male,1,6,20.03,120.18,0
Female,0,32,96.32,3082.24,1
Male,0,42,94.68,3976.56,0
Male,0,62,70.97,4400.14,1
Female,0,32,110.29,3529.28,1
Female,0,39,110.84,4322.76,0
Female,0,64,72.39,4632.96,0
Male,0,30,80.8,2424.0,1
Female,0,63,119.65,7537.950000000001,0
Male,0,31,49.88,1546.28,0
Female,0,40,52.46,2098.4,1
Female,0,33,38.28,1263.24,1
Male,0,63,109.59,6904.17,0
Male,0,25,94.45,2361.25,1
Male,0,36,30.56,1100.16,0
Male,0,24,118.18,2836.32,0
Male,0,58,93.1,5399.799999999999,0
Male,0,39,105.05,4096.95,0
Female,0,46,24.82,1141.72,0
Female,0,10,70.5,705.0,1
Male,0,32,89.86,2875.52,0
Female,0,36,74.29,2674.44,0
Male,0,28,86.66,2426.48,1
Female,0,16,101.79,1628.64,0
Female,0,16,57.43,918.88,1
Male,0,18,104.87,1887.66,1
Male,0,8,36.29,290.32,0
Male,0,70,47.09,3296.3,0
Female,0,1,24.33,24.33,0
Male,0,62,56.44,3499.28,1
Female,0,38,57.99,2203.62,0
Male,1,45,100.53,4523.85,1
Female,0,58,85.31,4947.9800000000005,0
Female,0,1,63.67,63.67,0
Male,0,32,85.21,2726.72,0
Female,0,8,25.28,202.24,0
Female,1,40,38.03,1521.2,0
Male,0,56,82.69,4630.639999999999,0
Female,0,63,84.14,5300.82,0
Male,1,36,97.41,3506.76,0
Male,0,57,60.3,3437.1,0
Male,0,45,92.26,4151.7,0
Male,1,2,88.4,176.8,0
Female,0,68,116.34,7911.12,1
Female,0,50,41.51,2075.5,1
Female,0,29,75.17,2179.93,0
Male,0,10,80.18,801.8000000000001,0
Female,0,27,119.86,3236.22,0
Female,1,15,40.12,601.8,0
Male,0,60,72.32,4339.2,0
Male,0,31,54.62,1693.22,0
Female,1,21,72.59,1524.39,0
